,From,To,Cost,Var
729,439,520,20.43055555555556,46.146043002400546
730,520,283,12.35,20.790618789202362
731,342,521,47.59090909090909,119.72665484374805
732,521,300,22.11764705882353,52.85346141039689
733,249,522,22.11764705882353,39.859774547611345
734,522,247,40.0,217.27843354713556
735,524,525,5.0,3.5500824608223427
736,524,577,5.0,3.619782248818961
737,258,526,6.4,4.9531287049450405
738,526,259,21.85714285714286,47.40215545992317
739,575,527,43.96907216494845,253.13599947147503
740,528,529,1.5,0.09572566406600763
741,582,388,1.5,0.3165464080713648
742,529,582,61.3,571.5291067567547
743,389,582,61.3,374.66548375458615
744,507,530,56.0,195.88350671704563
745,530,531,56.0,170.65850917332972
746,532,531,56.0,316.4345798739355
747,531,534,56.0,163.54201146970107
748,533,532,5.0,1.7545457120288444
749,532,461,5.0,1.731004586171833
750,235,534,45.5,162.17447926466613
751,534,463,58.0,415.1469234067995
752,84,535,38.0,99.27080756854569
753,535,488,38.0,81.45310000830808
754,536,514,6.0,2.0628498353330014
755,513,536,6.0,3.4201452674269666
756,516,538,38.8,187.11536032655815
757,538,403,45.18811881188119,244.18940096353205
758,539,482,65.57142857142857,395.49698585806027
759,464,539,85.0,354.87544998501346
760,540,315,143.8846153846154,1937.6370940198358
761,238,540,276.0,8326.00065911858
762,434,454,276.0,7919.490910697504
763,297,541,276.0,11510.062516867283
764,299,542,36.63057324840764,147.35860449853502
765,542,296,45.01069518716577,82.90602923010817
766,296,543,142.0,1675.6491497841103
767,543,297,142.0,1606.2392354682463
768,470,544,5.5,1.6195079025435264
769,544,242,5.5,1.8865049054353333
770,232,545,5.5,3.9871751486081166
771,545,470,5.5,1.4432379701063465
772,307,546,54.0,250.22112331178118
773,546,304,18.0,16.785683614736982
774,527,547,12.0,8.167286759626885
775,547,528,43.52808988764045,191.74371728218247
776,308,392,43.52808988764045,145.63863186917737
777,309,393,134.5,1060.3792126362048
778,510,548,23.875,41.17883360347026
779,548,335,79.0,431.7723429788473
780,327,324,107.6393442622951,813.6752413441504
781,328,326,101.7209302325581,1574.8920708868206
782,306,305,79.15384615384616,412.0035549253542
783,549,291,47.0,170.92709017093995
784,550,549,37.0,83.79562033548375
785,552,575,123.6666666666667,1874.9221181397477
786,541,553,39.47058823529412,197.7025370913022
787,553,434,39.47058823529412,129.44592266445173
788,409,558,7.0,2.0791740374327246
789,558,407,43.0,89.77628844281661
790,408,559,24.0,33.22062676774484
791,559,410,4.0,1.1833272001029806
792,582,560,16.87804878048781,28.66208029258641
793,560,327,28.51807228915663,53.61569628142404
794,582,561,43.33333333333334,144.02895000388463
795,561,387,29.0,38.87702877338304
796,483,562,21.67441860465116,38.25506127589809
797,562,417,13.5,11.834941741729356
798,417,563,7.230769230769231,5.2017729597054725
799,563,517,22.18181818181818,48.67525994940478
800,517,564,21.16666666666667,28.78064383027438
801,564,557,36.68,112.56952265079714
802,519,565,7.727272727272728,2.6771101934902366
803,565,557,1.0,0.1411304921751018
804,556,566,10.75,10.41693219109383
805,566,519,44.92307692307692,182.59873132048625
806,334,567,44.92307692307692,136.02424140830942
807,567,509,77.0,859.9309731168204
808,572,571,290.0,4550.979575126081
809,573,572,102.0,1356.1014948838938
810,323,570,42.35714285714285,84.66544203633978
811,570,311,16.375,35.45498731544465
812,571,412,244.5,3664.885681870274
813,572,411,27.0,76.78648359541253
814,285,576,35.75,144.5113386860524
815,576,550,21.0,43.374706600258605
816,577,579,284.0,3920.938323287398
817,233,579,73.0,781.2657907022474
818,579,234,73.0,361.06436304175054
