From,To,Length,Cost,Var
43,1727,848.9314547,35.86428218,66.48172045
44,202,289.5094766,52.93028417,508.8485781
44,572,230.317022,96.47381022,267.717346
45,269,369.6500203,47.10232447,27.35091342
45,715,429.010321,129.736969,423.7262015
45,1252,426.6043255,48.26046198,66.17245046
45,147,494.2698699,54.20682768,149.5051476
46,739,395.6032631,40.07228203,261.8019392
46,204,389.6542203,16.7866512,5.105820156
46,1046,766.0010004,13.88671202,1.337066964
46,1246,424.8850094,17.44492376,24.98894912
47,914,684.6502382,31.97025841,33.06248106
47,1026,1020.176889,46.34853691,41.89745259
47,1121,395.8115907,14.99209969,6.060139643
48,233,316.9564225,75.30124283,391.6862135
49,151,437.27896,152.5618413,3383.013949
49,81,260.2348094,96.86261608,215.3925256
50,325,229.5704148,55.48249039,787.5760816
51,52,205.4299773,98.9868562,310.3614852
51,67,280.7455374,473.8445808,5336.402048
53,665,113.8159393,269.2125622,19402.38758
53,449,922.6154733,21.68343378,51.81138691
54,300,1179.207157,141.3403313,1792.100004
54,223,949.7687465,25.5001791,65.46521233
54,1418,1042.151102,52.32699827,62.24036839
54,943,2157.007237,107.3437772,1092.132011
55,1111,447.9160573,51.8765707,288.6458005
55,1243,260.003546,35.26781031,67.81316432
55,881,2352.605615,23.07082506,10.13004568
56,198,1099.377533,47.57709003,153.3601807
56,170,5178.755161,42.4803879,48.20976671
57,861,4181.143453,18.01993886,14.24693008
57,897,3382.064279,80.58558011,232.6523407
57,1629,1099.377533,60.55390557,129.2721546
57,819,175.2258277,101.874892,373.7028422
58,1372,1387.754926,71.60195198,348.5060997
58,1665,174.577126,24.07647654,19.69380462
58,1473,878.2173475,60.76163978,372.498492
59,1038,681.411241,42.03579014,274.7722203
59,117,399.819279,46.31284979,178.1632866
59,472,215.9173046,29.9322112,52.95567375
60,464,217.6304248,142.0558653,1199.762247
60,599,364.468426,55.17471417,451.1192019
60,307,640.8767311,247.732863,14500.05844
61,256,587.8169162,162.7468197,1322.87219
62,190,1120.459658,36.29178679,154.2952613
62,344,63.4009281,26.72741253,25.17138262
116,62,1083.884355,30.78375337,89.79541724
63,362,280.3753136,55.20092957,203.3866946
63,1040,369.4097262,34.34578223,80.83502621
64,764,344.4107303,98.99940766,535.7948791
64,298,138.3653967,70.24858749,440.7038084
64,673,245.4249467,57.50153393,228.5077695
65,109,313.9204424,117.1106968,837.9628024
66,312,207.9239017,85.51360304,261.6865214
67,138,2896.260247,185.0462621,1749.589556
68,401,1233.652182,169.6009494,1044.209768
68,251,1072.394654,283.3144161,1804.37703
69,261,769.663418,20.80505013,7.882064861
69,391,274.1133533,107.6193547,2788.585311
69,476,266.2771936,85.91309943,199.6283404
70,1410,304.9521499,26.11539935,44.64410423
70,1673,224.0604964,71.42634772,269.9956303
70,1628,442.5338513,44.64167499,396.8051792
70,992,556.1092987,32.34922959,118.7976723
71,1423,506.0911374,32.22282611,47.98022006
71,1419,667.0150371,42.54281645,122.177165
71,1379,620.9053755,32.9224688,318.6024882
72,198,1557.607396,55.0684639,124.7815992
72,277,2179.281715,48.71653986,58.51463496
72,423,1933.671041,83.24601278,278.2166916
73,368,747.6592605,12.73233982,11.73281403
73,1172,680.9342629,32.10468224,60.99386502
74,1396,2847.913944,36.37209826,154.7200109
74,1874,5178.755161,39.4837164,102.8519265
74,102,2514.976447,73.98262883,759.4355465
75,778,3231.919547,115.667643,1209.830989
75,535,3561.461404,35.13256058,163.6359607
75,730,2556.670043,49.6783348,195.9764785
76,394,233.2483219,59.80768634,228.5446683
76,255,1044.207014,40.12167561,76.72621457
76,509,1103.828643,97.84200436,1737.669234
76,689,335.3540978,46.26141003,93.447535
77,282,217.7158719,118.4373656,192.1582381
77,395,433.0946594,204.8349052,7931.095758
77,910,543.3340304,138.1092949,2630.4638
78,1032,260.1592847,12.43341643,2.96453051
78,927,315.986651,12.42727254,21.35510517
78,474,171.0052479,24.60477474,20.9574768
79,1067,513.6855656,50.39142111,41.2577019
79,205,518.3521345,76.82737832,5311.838053
79,1268,686.2321224,54.25037337,182.8174623
79,740,66.08638951,65.15087581,693.0888492
80,324,155.8463457,57.44747896,158.9742543
80,136,490.4980126,122.6017238,2816.074023
81,123,269.7031656,132.7204956,425.4222053
82,96,270.7760379,113.8879577,272.653796
82,312,244.0320835,177.8657474,15458.65212
82,208,343.7264565,124.1069073,1267.947547
83,656,645.8292508,66.96687201,79.95879376
83,494,367.8425915,25.02223395,50.40370533
84,1487,333.8853966,60.27510022,543.5838682
84,1448,494.3112084,57.41184378,464.2547377
1442,84,403.8793365,24.67229391,34.78909805
84,803,1348.923914,51.83961538,136.4168484
85,1407,1662.937701,45.16204198,372.0776951
85,1021,2259.420999,40.13224648,132.9374695
85,1201,176.3622819,40.63188519,60.02830527
86,170,160.9066087,151.000103,1702.806857
86,212,299.4921877,46.50874379,390.0499959
86,329,698.8963881,79.45316813,522.6815011
86,316,464.4351601,152.0388477,510.6890852
87,356,402.5694056,46.44208386,176.0604282
87,973,883.1558153,22.2179186,19.55222938
87,213,987.1946311,58.48180682,249.5713963
88,1762,766.5512676,23.15778383,19.89893333
88,1190,964.822029,24.9815176,9.790112405
88,570,949.7687465,22.78032127,31.75692387
89,1453,1234.279989,76.81689315,277.1057726
89,404,633.6067313,43.71669015,122.5865098
