From,To,Length,Cost,Var
124,166,379.1506685,193.3260908,2321.328693
124,194,170.884252,114.1798564,982.7480163
124,338,175.0677146,265.3508295,3867.226945
125,638,541.0916099,36.11103198,138.9973251
125,1242,491.9788734,33.24588114,45.88654961
125,887,304.3038699,29.78706304,49.93950937
126,585,399.5874423,78.4914392,709.6010522
126,1230,440.0064418,75.44388539,691.8233096
126,1386,514.6940253,32.58409662,58.46578229
126,377,223.2688421,37.59116798,108.2144246
127,400,245.4249467,64.52498888,164.7077914
127,853,146.9511223,78.71067377,284.8751966
127,1363,93.60051923,56.56070353,168.083799
127,759,1343.962194,75.28398093,417.1926497
128,1300,389.1891435,209.4897625,8750.937191
128,316,1360.418285,146.4050982,1035.163003
129,1029,205.9431244,36.92261155,75.99867413
129,253,598.1445228,20.67237399,11.47382791
129,587,1152.580029,22.8630846,48.9341502
130,745,245.8542348,27.28540745,28.89453123
130,1261,276.4329203,41.16977127,176.7945174
130,444,444.6381518,15.42681152,27.66305882
131,1630,290.5469425,25.53378057,281.6775388
131,1813,472.1494252,50.68934141,208.594761
1761,131,689.9948448,33.95189755,103.5201351
131,1282,860.6192695,33.57722705,22.61260311
132,563,530.9788349,40.34287811,51.93720177
132,590,1122.026642,138.2172479,3563.412039
132,536,1158.153395,55.49026604,127.1119329
133,334,1234.279989,47.62668913,141.7624713
133,704,881.2258787,55.51127952,322.8380529
133,659,1007.20024,47.63452596,115.1475733
134,1156,749.885223,48.30984387,310.7860969
134,519,702.2276992,68.29341271,1054.726295
134,1088,1592.572846,39.53277881,46.39582594
135,772,382.8435085,78.20457347,410.2807212
135,574,290.5871016,42.2457644,293.8507957
135,619,239.0985736,32.41481498,222.3150122
135,970,312.9263622,56.91956603,223.5583242
136,246,260.3460928,418.2625828,19338.28802
136,590,359.9913936,109.390942,262.8254436
137,260,502.0930578,455.1717335,24621.51034
137,286,271.3491026,155.8236296,514.6626867
137,193,352.9318802,215.2708333,1037.305747
138,193,421.0464061,408.8930736,22470.50985
138,325,315.5116221,257.3020712,17358.16805
139,235,296.8924869,88.16797161,558.2425428
139,467,1538.935186,129.5861776,2022.308968
139,248,1877.861688,28.56128171,66.2492379
140,726,1561.121132,17.40771888,16.63847291
1601,140,1710.720489,35.42629211,73.40767548
140,1613,183.0300287,66.20325102,495.4293192
141,735,151.6410718,34.45380922,125.4541984
141,1070,237.0402654,25.3263579,24.41411735
142,277,152.5390573,65.8108205,374.2824405
142,303,424.3351096,69.39615026,277.7225456
142,290,224.5953135,101.0564438,1548.366373
143,973,328.3305018,51.07944111,190.8834631
143,605,192.0974179,55.03673518,306.0273448
143,791,254.1594452,37.73773564,41.59380659
144,1256,604.9681706,26.47947395,52.07638412
144,1106,321.2386193,39.3334236,118.8934329
144,1750,934.5742395,35.02620185,117.8950083
145,1785,416.8350472,60.36399428,501.8618639
145,1312,332.3477681,22.61767415,74.11749599
145,1684,512.3599603,31.24841835,30.01798788
146,350,509.2293938,20.68052451,25.03394889
146,320,354.8405378,31.86706504,289.3491299
146,662,397.789706,33.8116091,219.7403173
147,1252,542.0671848,57.35925088,99.16736484
147,347,335.5366158,102.3985715,1560.461685
148,296,807.9075937,28.56193071,27.02108978
600,148,424.2016114,34.55557904,44.36589121
148,385,987.1946311,46.62619129,138.7121799
149,885,2267.648197,27.54567147,106.8234884
149,1033,1197.465221,150.78498,5390.579292
149,928,2127.548928,29.27705246,119.6733084
149,655,2179.590363,28.20854307,92.17612807
150,192,2345.110412,195.2877246,426.3575803
150,671,2095.434059,406.428232,40219.00564
150,644,2514.976447,374.5773777,37681.418
151,440,6002.490796,158.713797,6339.120665
151,512,2766.271694,125.0940955,2125.520673
152,1679,450.5765588,52.28997815,176.4706654
153,430,202.4215131,59.99745434,647.854411
153,261,1051.848713,28.1923894,7.975208429
153,195,82.58190296,35.43788158,51.05553068
154,887,316.3795714,22.87158089,27.85041965
154,873,148.7778925,43.1497818,134.3999264
154,866,185.3524974,58.20346102,363.6841689
155,1819,707.9021962,54.51572485,287.1885099
155,1014,979.1256531,32.93838223,58.75733779
156,251,675.9550383,122.6007688,337.9977041
157,973,211.7407755,16.434058,2.186557199
157,847,386.9552079,27.08038013,11.6769068
157,1050,310.3407247,29.34614997,146.604836
158,1744,245.578267,75.99392729,476.2068874
158,1301,247.334841,40.22562627,131.066442
158,1742,229.3955227,58.67005526,149.7962831
158,1710,254.2968848,25.21044531,40.65455927
159,1552,169.2628635,32.35930816,50.53359735
159,1753,324.7243547,39.15894802,83.81747596
159,1197,461.8731119,40.86336379,175.1924862
159,1233,171.7090782,38.17417687,33.51422834
160,216,192.2927303,20.49963031,5.917502445
160,581,203.1393862,34.38100102,78.28206347
161,203,424.8850094,202.5957214,136.9979137
161,282,811.0468057,46.29259778,67.17422186
162,1126,517.6338569,51.44498083,201.9618555
162,1156,169.605448,36.94127043,276.6010978
162,1088,286.0144809,65.16436495,298.6126754
162,636,207.7138149,39.41341662,175.1641577
163,780,287.5102115,14.51826143,8.3938385
163,1175,304.7306833,64.94899242,501.7182671
163,1273,1429.612616,30.91261191,26.67174215
164,285,3785.284771,12.30035298,1.834890766
164,429,3630.189347,21.82935733,10.00369471
164,246,5555.625992,98.47350936,4428.656029
165,179,1042.151102,115.9511391,625.2582845
166,247,1007.20024,386.9061442,32190.86211
167,765,1686.876154,89.95000883,878.9927857
167,575,1212.751048,84.83843057,214.1203051
167,355,824.5702416,313.2460295,11303.90382
168,314,592.1145424,32.59508241,83.51609598
168,236,648.108398,27.28773196,45.79861345
168,1164,498.4011262,58.42123149,259.1762828
169,667,456.4763158,47.85022678,164.1697598
169,666,758.9915608,52.73341896,206.3847716
169,1028,590.2740786,34.02575177,89.96840036
170,379,335.3455183,134.6137474,1044.484988
171,226,217.7945999,20.94129954,192.5532652
171,1172,250.1177755,79.29969616,305.0399247
171,470,282.5648445,15.61367178,2.061244439
172,1889,662.8173793,83.31040825,480.157269
172,1461,868.2777382,57.99385671,296.0092477
172,1455,1488.209222,48.33791812,158.3887121
173,1739,247.6028455,15.37257068,23.49569067
173,1492,124.9885857,85.22946004,322.7566494
173,1857,264.9908061,18.50848273,16.05325106
856,173,316.353673,62.14062671,302.7973647
174,371,209.9648436,78.18495767,642.7301393
174,563,440.7880496,49.55627122,137.3933435
174,554,461.0406423,44.93514085,133.7577437
175,395,194.8399982,24.86853295,33.7781679
175,230,192.3210884,68.95210388,341.8560445
175,533,192.5446616,130.1880929,768.1621689
176,335,359.6266167,72.47079578,390.0248482
176,474,187.5999976,41.36457539,70.19380766
176,1150,293.6547713,24.64094701,35.28496376
176,976,2332.882465,38.64457863,228.3518977
177,1241,607.8317277,28.04171384,31.33107908
177,1145,421.055211,27.82471704,46.04512495
177,1293,404.8263078,55.19697799,112.5252273
178,375,383.5351888,152.2636152,701.5207302
178,233,355.3244599,81.42320987,259.3934279
180,351,119.0059977,138.4671528,5250.292889
180,247,465.079489,63.56968466,275.2400084
180,260,199.1673978,246.9824426,14160.88822
181,757,1119.4482,113.0700882,42.14375976
182,1535,607.0437569,40.39485458,225.7880811
182,1269,237.384053,98.32904637,458.2851972
182,262,222.4363981,97.64271409,3490.082568
183,1415,827.6900126,27.47818308,89.84745369
183,1070,1273.221246,172.0148492,975.231041
183,902,221.4271661,61.67201265,292.1670313
184,423,749.885223,54.26981042,123.559504
184,277,2158.517894,55.05680998,116.2056326
184,303,2239.113637,83.27728902,859.0078496
184,367,733.8491381,50.18952432,142.1270788
185,1043,880.2680957,63.69016355,152.8094594
185,760,202.805409,53.51047011,187.8157966
185,720,217.7093658,61.44154823,711.3126466
186,1404,362.6073537,79.49118627,316.8363926
186,1901,340.0459077,39.43801284,127.0035699
186,1491,461.8181134,37.40322487,47.00489934
187,1516,246.5623188,41.30767257,136.5592843
187,1711,640.8767311,53.48424906,179.5596789
187,1552,1658.984337,94.0806544,1007.245374
187,1753,963.8123125,44.78764647,160.2231478
188,491,1357.614927,59.31791883,128.998193
188,202,218.5365629,199.8356099,7438.736724
188,653,319.6698727,16.07947468,15.85011986
188,359,422.1405494,68.63703366,186.1362635
189,417,349.507551,7.735352,6.361531014
189,395,401.2949579,186.3662122,2915.26904
190,1074,568.33417,35.59584962,14.69663575
190,1004,551.763024,49.35755849,409.0203855
190,200,122.5245309,30.88185194,116.0794553
191,1040,70.09905097,67.65726304,344.8727693
191,362,391.1443351,25.84422994,39.94406124
191,865,234.484803,81.84879029,775.8056356
191,1328,350.2268409,36.01704482,129.9568022
192,375,1152.580029,218.0331975,12348.7214
192,324,612.8852385,176.0468048,1690.034494
195,765,230.0838524,95.1801455,1756.38955
195,575,1023.613396,93.900388,643.465834
195,584,447.1794015,45.63660005,128.808747
196,1682,344.1873759,17.4351225,44.74925148
196,1580,280.4339864,14.52106595,7.181075355
197,951,149.8594526,31.06548919,29.857263
197,1423,99.16646842,12.12904562,18.94078614
197,1415,153.1367922,62.5112174,158.9608248
198,464,311.8275242,60.61291376,20.69438668
198,238,530.9788349,29.77341675,6.071746014
199,752,1027.36922,167.443722,3899.458478
