From,To,Length,Cost,Var
135,772,382.8435085,109.2537676,2846.605327
135,574,290.5871016,56.77237488,625.6438774
135,619,239.0985736,38.07834523,553.8632104
135,970,312.9263622,61.62086798,344.1241457
136,246,260.3460928,546.31502,63294.85414
136,590,359.9913936,113.0501805,612.172676
137,260,502.0930578,356.3832407,9811.262815
137,286,271.3491026,218.9280267,2624.954296
137,193,352.9318802,271.512518,3779.317855
138,193,421.0464061,432.1170113,31258.27711
138,325,315.5116221,568.1874498,108051.4895
139,235,296.8924869,95.26152424,447.07022
139,467,1538.935186,138.4146127,3576.235047
139,248,1877.861688,37.54876534,247.2862422
140,726,1561.121132,14.34962825,19.33735268
1601,140,1710.720489,33.91678085,70.41742919
140,1613,183.0300287,64.52925632,245.9468487
141,735,151.6410718,49.02579561,326.1253903
141,1070,237.0402654,33.61133015,146.9368425
142,277,152.5390573,80.64930026,1336.646009
142,303,424.3351096,68.16121226,252.0613689
142,290,224.5953135,99.85210877,338.6105416
143,973,328.3305018,52.50479979,164.0469816
143,605,192.0974179,72.87898137,609.9602349
143,791,254.1594452,43.52311703,234.1719907
144,1256,604.9681706,32.77579716,265.5384086
144,1106,321.2386193,51.55332942,479.158827
144,1750,934.5742395,33.11637133,71.29449891
145,1785,416.8350472,68.37224031,924.548381
145,1312,332.3477681,22.92122548,92.62934946
145,1684,512.3599603,69.62662864,2074.732941
146,350,509.2293938,21.95016879,62.19707508
