From,To,Length,Cost,Var
49,81,260.2348094,105.3426573,481.4179328
50,325,229.5704148,42.51139629,191.9108632
51,52,205.4299773,121.6275183,451.5842972
51,67,280.7455374,505.5051284,9685.177254
53,665,113.8159393,355.5969604,25776.38983
53,449,922.6154733,21.83247338,56.23249438
54,300,1179.207157,161.8905928,4288.640975
54,223,949.7687465,19.77267885,10.59847876
54,1418,1042.151102,52.92733267,161.4596738
54,943,2157.007237,116.9053419,491.1809975
55,1111,447.9160573,61.98277267,394.8329267
55,1243,260.003546,43.45703484,62.46331866
55,881,2352.605615,29.33662747,35.65972239
56,198,1099.377533,69.4762854,407.7897152
56,170,5178.755161,43.33470466,23.6630789
57,861,4181.143453,20.59102743,22.99799196
57,897,3382.064279,80.49483251,205.0775005
57,1629,1099.377533,60.27022325,162.8904751
57,819,175.2258277,85.53464321,374.652656
58,1372,1387.754926,90.09332487,554.2863541
58,1665,174.577126,30.13708498,74.17461207
58,1473,878.2173475,73.49862786,246.843386
59,1038,681.411241,58.52816141,276.7676564
59,117,399.819279,55.73368584,196.9211136
59,472,215.9173046,32.84152606,274.521991
60,464,217.6304248,100.813064,1677.72549
60,599,364.468426,118.439602,16994.98599
60,307,640.8767311,177.7587904,2780.904201
61,256,587.8169162,181.312014,1743.57705
62,190,1120.459658,65.9397671,487.4872611
62,344,63.4009281,32.86923015,83.22374918
116,62,1083.884355,40.63690306,182.7081732
63,362,280.3753136,56.01556036,111.4815816
63,1040,369.4097262,36.47315666,69.9962319
64,764,344.4107303,120.48695,1126.090469
64,298,138.3653967,70.54485526,140.2568722
64,673,245.4249467,57.66840538,177.9910415
65,109,313.9204424,127.2061502,1137.79189
66,312,207.9239017,75.87124853,802.9931146
67,138,2896.260247,196.7384668,1592.248093
68,401,1233.652182,195.1291159,4200.114992
68,251,1072.394654,276.9267034,8467.962483
69,261,769.663418,26.2098203,112.668143
69,391,274.1133533,139.9636102,5209.950711
69,476,266.2771936,111.7115589,1171.712972
70,1410,304.9521499,36.72351882,70.48942577
70,1673,224.0604964,87.46576592,467.6375532
70,1628,442.5338513,50.70165516,159.5955845
70,992,556.1092987,40.27852226,170.0535949
71,1423,506.0911374,29.1410255,106.018688
71,1419,667.0150371,50.22886504,266.4202625
71,1379,620.9053755,39.67134526,467.5696833
